feature,enrich_group,ef_lda,pvalue,padj
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Ruminococcus_f__Lachnospiraceae,hypertension,2.85031572,0.125553,0.125553
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,hypertension,2.82133018,0.4282011,0.4282011
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__un_g__Treponema,hypertension,2.81607104,0.4753563,0.4753563
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia,hypertension,2.8158463,0.7303134,0.7303134
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia|s__un_g__Slackia,hypertension,2.8158463,0.7303134,0.7303134
k__Bacteria|p__Spirochaetes,hypertension,2.81439654,0.3832912,0.3832912
k__Bacteria|p__Spirochaetes|c__Spirochaetes,hypertension,2.8134454,0.3832912,0.3832912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Succiniclasticum|s__un_g__Succiniclasticum,hypertension,2.81329751,0.6451827,0.6451827
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales,hypertension,2.81167476,0.3532252,0.3532252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__eutactus,hypertension,2.80975998,0.2497012,0.2497012
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae,hypertension,2.80594269,0.3532252,0.3532252
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema,hypertension,2.80384351,0.3532252,0.3532252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Syntrophococcus,hypertension,2.80343492,0.8826937,0.8826937
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Syntrophococcus|s__sucromutans,hypertension,2.80343492,0.8826937,0.8826937
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Succiniclasticum,hypertension,2.80338317,0.6451827,0.6451827
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus,hypertension,2.78900658,0.3105006,0.3105006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Butyricicoccus|s__pullicaecorum,hypertension,2.78900658,0.3105006,0.3105006
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__cellulolyticum,hypertension,2.76726332,0.6884422,0.6884422
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__stercoris,hypertension,2.70681307,0.05926204,0.05926204
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Acidaminococcus,hypertension,2.66409089,0.1704474,0.1704474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Acidaminococcus|s__un_g__Acidaminococcus,hypertension,2.65993756,0.1704474,0.1704474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__formicigenerans,hypertension,2.65142185,0.07833112,0.07833112
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__p-75-a5|s__un_g__p-75-a5,hypertension,2.63161342,0.7391101,0.7391101
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__p-75-a5,hypertension,2.62949709,0.7391101,0.7391101
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,hypertension,2.59779918,0.35416,0.35416
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae],hypertension,2.59774824,0.517431,0.517431
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_f__Erysipelotrichaceae,hypertension,2.5856521,0.3454775,0.3454775
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_f__Erysipelotrichaceae|s__ramosum,hypertension,2.57241156,0.5874495,0.5874495
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,hypertension,2.52890093,0.5925193,0.5925193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella_f__Carnobacteriaceae,hypertension,2.52890093,0.5925193,0.5925193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella_f__Carnobacteriaceae|s__un_g__Granulicatella,hypertension,2.52890093,0.5925193,0.5925193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,hypertension,2.52699434,0.7329315,0.7329315
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,hypertension,2.5246117,0.6720054,0.6720054
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae,hypertension,2.50045919,0.1710537,0.1710537
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus,hypertension,2.49292908,0.3967984,0.3967984
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae,hypertension,2.48982812,0.178776,0.178776
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus_f__Ruminococcaceae|s__callidus,hypertension,2.48617477,0.4195677,0.4195677
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales,hypertension,2.48597639,0.2475337,0.2475337
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__garvieae,hypertension,2.48585472,0.7184781,0.7184781
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,hypertension,2.48321118,0.7213212,0.7213212
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32|f__un_o__RF32|g__un_o__RF32,hypertension,2.47855904,0.9205682,0.9205682
k__Bacteria|p__Bacteroidetes|c__Cytophagia,hypertension,2.47727354,0.2475337,0.2475337
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus,hypertension,2.4745278,0.2467002,0.2467002
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32|f__un_o__RF32|g__un_o__RF32|s__un_o__RF32,hypertension,2.47386954,0.9205682,0.9205682
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__Algoriphagus|s__aquatilis_g__Algoriphagus,hypertension,2.47065839,0.2467002,0.2467002
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32,hypertension,2.46948204,0.9205682,0.9205682
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,hypertension,2.46485154,0.9576316,0.9576316
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__un_g__Actinomyces,hypertension,2.46445701,0.9610733,0.9610733
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__RF32|f__un_o__RF32,hypertension,2.46349893,0.9205682,0.9205682
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__bifidum,hypertension,2.45855807,0.8589876,0.8589876
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,hypertension,2.45267829,0.8418399,0.8418399
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Peptoniphilus|s__un_g__Peptoniphilus,hypertension,2.43126652,0.2402032,0.2402032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Peptoniphilus,hypertension,2.4295888,0.2402032,0.2402032
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__ruminis,hypertension,2.4212241,0.8577768,0.8577768
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Propionispira,hypertension,2.41287644,0.9898968,0.9898968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megamonas,hypertension,2.41228231,0.07561787,0.07561787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Propionispira|s__arboris,hypertension,2.40948188,0.9898968,0.9898968
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megamonas|s__un_g__Megamonas,hypertension,2.40762607,0.07561787,0.07561787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__un_g__Oribacterium,hypertension,2.37843903,0.1290042,0.1290042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium,hypertension,2.37606494,0.1290042,0.1290042
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__CF231|s__un_g__CF231,hypertension,2.36240227,0.03026383,0.03026383
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__[Paraprevotellaceae]|g__CF231,hypertension,2.35978849,0.03026383,0.03026383
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__melaninogenica,hypertension,2.34193425,0.3079932,0.3079932
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__mucilaginosa,hypertension,2.33797673,0.06865315,0.06865315
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella,hypertension,2.33279194,0.6232897,0.6232897
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella|s__un_g__Sutterella,hypertension,2.33279194,0.6232897,0.6232897
k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales|f__Turicibacteraceae|g__Turicibacter|s__un_g__Turicibacter,hypertension,2.32095535,0.05420452,0.05420452
k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales|f__Turicibacteraceae,hypertension,2.3203598,0.05420452,0.05420452
k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales,hypertension,2.3143969,0.05420452,0.05420452
k__Bacteria|p__Firmicutes|c__Bacilli|o__Turicibacterales|f__Turicibacteraceae|g__Turicibacter,hypertension,2.31407943,0.05420452,0.05420452
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__hungatei,hypertension,2.30829159,0.06214068,0.06214068
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,hypertension,2.28277888,0.1640896,0.1640896
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,hypertension,2.25845975,0.1713132,0.1713132
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter,hypertension,2.25511245,0.2269605,0.2269605
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__un_g__Achromobacter,hypertension,2.25511245,0.2269605,0.2269605
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__[Ruminococcus]|s__torques,hypertension,2.23784408,0.9460118,0.9460118
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium|s__un_g__Atopobium,hypertension,2.18111433,0.3440259,0.3440259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,hypertension,2.17666234,0.6999818,0.6999818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__un_g__Anaerostipes,hypertension,2.17666234,0.6999818,0.6999818
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia|s__un_g__Shuttleworthia,hypertension,2.13332785,0.5946207,0.5946207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Mogibacteriaceae]|g__Mogibacterium,hypertension,2.13124861,0.1555419,0.1555419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Mogibacteriaceae]|g__Mogibacterium|s__un_g__Mogibacterium,hypertension,2.13124861,0.1555419,0.1555419
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,hypertension,2.12252086,0.38004,0.38004
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,hypertension,2.12197313,0.38004,0.38004
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium,hypertension,2.11816103,0.6033118,0.6033118
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Shuttleworthia,hypertension,2.09933288,0.7330599,0.7330599
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Parvimonas|s__un_g__Parvimonas,hypertension,2.08906389,0.4166753,0.4166753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Parvimonas,hypertension,2.07607848,0.4166753,0.4166753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Clostridium_f__Ruminococcaceae|s__thermosuccinogenes,hypertension,2.03741429,0.1818611,0.1818611
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae,hypertension,2.03569572,0.54074,0.54074
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae],hypertension,2.02952146,0.05525183,0.05525183
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales,hypertension,1.99520925,0.9244784,0.9244784
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales,hypertension,1.99492354,0.1884559,0.1884559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae,hypertension,1.99492354,0.1884559,0.1884559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella,hypertension,1.99492354,0.1884559,0.1884559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Gemellales|f__Gemellaceae|g__Gemella|s__un_g__Gemella,hypertension,1.99492354,0.1884559,0.1884559
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae,hypertension,1.99361606,0.3387452,0.3387452
k__Bacteria|p__Firmicutes|c__Erysipelotrichi|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__moorei,hypertension,1.99212095,0.5802486,0.5802486
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Bergeyella,hypertension,1.98966161,0.2371637,0.2371637
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__[Weeksellaceae]|g__Bergeyella|s__zoohelcum,hypertension,1.98411688,0.2371637,0.2371637
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,hypertension,1.96849391,0.7798227,0.7798227
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella,hypertension,1.9675529,0.5135694,0.5135694
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae,hypertension,1.96495126,0.8863316,0.8863316
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,hypertension,1.95762672,0.8863316,0.8863316
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Pseudobutyrivibrio,hypertension,1.95308448,0.3180812,0.3180812
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Pseudobutyrivibrio|s__un_g__Pseudobutyrivibrio,hypertension,1.95226428,0.1930144,0.1930144
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus,hypertension,1.94945759,0.7943639,0.7943639
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Streptobacillus|s__moniliformis,hypertension,1.94748498,0.7943639,0.7943639
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,hypertension,1.9342623,0.4314592,0.4314592
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,hypertension,1.89642258,0.8590997,0.8590997
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__subflava,hypertension,1.89616733,0.7638284,0.7638284
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__anginosus,hypertension,1.88226121,0.5791929,0.5791929
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella,hypertension,1.867121,0.6565915,0.6565915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Moryella|s__un_g__Moryella,hypertension,1.86567083,0.9131258,0.9131258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__catus,hypertension,1.86538808,0.8537927,0.8537927
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__veronii,hypertension,1.83807707,0.789016,0.789016
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__zeae,hypertension,1.80586239,0.0004420376,0.0004420376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella|s__multacida,hypertension,1.79367238,0.7641967,0.7641967
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__nanceiensis,hypertension,1.78699445,0.382262,0.382262
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc,hypertension,1.77821508,0.85432,0.85432
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae,hypertension,1.77034443,0.9972883,0.9972883
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,hypertension,1.76706217,0.955585,0.955585
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__un_g__Leuconostoc,hypertension,1.76625832,0.8614837,0.8614837
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,hypertension,1.7528662,0.447022,0.447022
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga,hypertension,1.74919495,0.2879234,0.2879234
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Paraeggerthella|s__hongkongensis_g__Paraeggerthella,hypertension,1.73869122,0.2700784,0.2700784
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Paraeggerthella,hypertension,1.73572983,0.2700784,0.2700784
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__un_g__Proteus,hypertension,1.73484297,0.04893684,0.04893684
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,hypertension,1.73174011,0.7078027,0.7078027
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales,hypertension,1.73154951,0.7078027,0.7078027
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus,hypertension,1.72904793,0.04233536,0.04233536
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__helveticus,hypertension,1.72036163,0.4794525,0.4794525
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Anaerococcus|s__un_g__Anaerococcus,hypertension,1.71758056,0.2119069,0.2119069
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__un_g__Capnocytophaga,hypertension,1.70811252,0.3665785,0.3665785
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_f__Bacillaceae|s__cereus,hypertension,1.70796453,0.01839344,0.01839344
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__[Tissierellaceae]|g__Anaerococcus,hypertension,1.70288225,0.2119069,0.2119069
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__pallens,hypertension,1.68549259,0.1330296,0.1330296
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__vaginalis,hypertension,1.67624642,0.6674509,0.6674509
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__un_g__Anaerofustis,hypertension,1.67244625,0.05119612,0.05119612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfitispora|s__alkaliphila,hypertension,1.66582799,0.72093,0.72093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis,hypertension,1.6618904,0.05119612,0.05119612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Desulfitispora,hypertension,1.66139913,0.72093,0.72093
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__ureolyticus,hypertension,1.64147226,0.6088913,0.6088913
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__orale_g__Lachnoanaerobaculum,hypertension,1.6352179,0.7547272,0.7547272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum,hypertension,1.63310268,0.7547272,0.7547272
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__un_g__Leptotrichia,hypertension,1.61107571,0.5294419,0.5294419
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia,hypertension,1.60163034,0.5294419,0.5294419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Clostridium_f__Lachnospiraceae|s__xylanolyticum,hypertension,1.59143797,0.09917528,0.09917528
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,hypertension,1.58303391,0.4860695,0.4860695
